1 12 10.8,+55 14 33,4.34
1 12 23.9,+21 07 38,4.66
1 12 37.8,+30 10 56,4.51
1 14 38.9,+ 7 40 03,5.21
1 18 42.2,+ 3 42 22,5.13
1 20 26.0,+27 21 20,4.74
1 21 11.8,+58 19 23,4.95
1 23 22.7,+45 37 12,4.87
1 24 53.9,- 8 05 36,3.6
1 26 58.5,+60 19 32,2.66
1 27 11.6,+68 13 14,4.72
1 27 38.6,+19 19 50,5.5
1 28 42.7,+45 29 47,4.83
1 29 07.4,-43 13 45,3.41
1 30 26.5,-21 32 22,5.11
1 31 58.7,-48 58 56,3.93
1 32 25.4,+15 26 08,3.62
1 37 49.9,+41 29 33,4.1
1 38 21.8,-57 08 54,0.45
1 39 04.6,+48 42 58,3.59
1 39 56.9,+73 07 42,5.28
1 42 20.7,+ 5 34 32,4.45
1 42 55.9,-32 14 22,5.25
1 43 36.7,- 3 36 10,4.98
1 44 46.1,+50 46 34,4.01
1 44 52.9,-15 50 45,3.49
1 46 19.2,+ 9 14 42,4.26
1 46 27.9,-24 57 57,5.29
1 46 52.0,- 5 38 47,5.37
1 50 26.7,-10 36 02,4.66
1 52 19.5,-10 14 57,3.74
1 54 05.1,+29 39 48,3.42
1 54 20.7,-46 13 03,4.39
1 54 27.8,+ 3 16 24,4.61
1 55 05.5,-42 24 42,5.12
1 55 22.9,-67 33 42,4.68
1 55 36.6,+20 53 34,2.64
1 55 40.4,+63 45 19,3.35
1 56 38.2,-51 31 21,3.69
1 59 19.2,-61 29 07,2.86
2 00 49.8,-20 59 37,3.99
2 02 57.3,+ 2 50 51,3.82
2 03 28.8,+54 34 17,4.99
2 04 57.9,+72 30 18,3.95
2 04 58.9,+42 24 46,2.1
2 05 16.5,-29 12 48,4.68
2 08 09.8,+23 32 40,2.01
2 10 35.5,+35 04 09,3
2 13 40.7,-30 38 33,5.27
2 13 55.8,+ 8 55 41,4.36
2 14 46.8,+51 08 46,5.31
2 14 56.6,+58 38 30,6.43
2 17 08.1,-51 25 54,3.56
2 17 51.5,- 6 20 32,5.51
2 18 21.6,+33 55 38,4.03
2 20 13.9,- 2 53 56,6.47
2 20 25.1,+47 27 35,5.31
2 22 03.9,-68 34 48,4.08
2 22 59.4,-73 34 00,5.99
2 23 20.6,-23 44 14,5.19
2 25 23.3,-60 14 03,5.36
2 26 47.8,-12 12 44,4.88
2 27 37.6,-47 37 33,4.24
2 29 05.5,+ 8 32 15,4.3
2 29 11.8,+29 44 48,5.29
2 30 31.9,+67 28 48,4.46
2 31 20.9,-79 01 58,5.27
2 32 55.0,-15 10 08,4.74
2 33 10.6,+36 13 26,5.15
2 36 47.7,+ 5 40 08,4.87
2 37 02.6,+ 6 58 10,5.79
2 39 44.2,+72 53 36,5.17
2 39 48.8,+22 02 10,5.45
2 39 51.9,-68 11 32,4.12
2 40 22.9,+ 0 24 11,4.08
2 41 12.3,-54 28 32,5.21
2 41 21.5,-39 46 52,4.11
2 44 12.6,+ 3 18 31,3.47
2 44 29.0,+27 46 50,4.65
2 44 57.4,-13 47 07,4.24
2 45 14.0,+44 22 13,5.43
2 45 24.3,+49 18 05,4.1
2 45 53.5,+10 11 14,4.27
2 45 55.2,-18 29 57,4.47
2 49 49.4,-32 19 59,4.45
2 51 01.1,+27 19 54,3.61
2 51 41.7,+38 23 23,4.22
2 51 50.0,-20 55 58,4.76
2 51 59.2,+55 58 01,3.77
2 52 27.7,+15 09 12,5.52
2 53 36.8,+89 20 17,1.97
2 54 27.7,-49 49 08,7.22
2 55 30.6,+52 49 58,3.93
2 57 17.0,- 8 49 46,3.89
2 57 30.1,- 3 38 34,5.16
2 58 55.5,-40 14 07,2.88
3 00 09.1,+35 15 08,4.94
3 00 39.3,+ 8 58 34,4.71
3 02 18.4,-71 50 03,5.51
3 03 09.8,-23 33 24,4.08
3 03 11.8,+ 4 09 27,2.54
3 04 01.7,-59 40 13,5.12
3 06 04.5,+53 34 25,2.91
3 06 18.3,+38 54 25,3.32
3 08 33.0,+79 29 07,5.49
3 09 18.9,+41 01 19,2.09
3 10 20.4,+49 40 43,4.05
3 10 41.0,+44 55 21,3.79
3 12 38.0,+19 47 30,4.35
3 12 49.2,-28 55 11,3.8
3 12 59.9,-57 15 24,5.71
3 13 40.1,- 1 07 54,5.07
3 15 54.7,+21 06 29,4.87
3 16 41.1,- 8 45 20,4.8
3 19 53.1,+50 17 06,5.16
3 20 16.9,+ 3 26 00,4.84
3 20 17.7,-21 41 42,3.7
3 20 37.6,-43 00 13,4.26
3 21 24.2,+29 06 39,4.47
3 22 14.4,+21 12 32,5.27
3 22 37.0,+77 47 48,5.44
3 25 34.9,+49 55 19,1.79
3 25 45.4,+ 9 05 22,3.61
3 26 12.9,+64 38 49,5.13
3 27 12.4,+49 10 52,6.09
3 28 07.2,+ 9 47 33,3.73
3 29 41.3,-62 52 35,4.71
3 30 30.0,+59 59 59,4.21
3 31 19.4,+58 56 16,4.55
3 31 29.2,- 5 00 58,4.74
3 31 49.0,+48 03 15,4.36
3 31 50.5,+12 59 44,4.14
3 33 45.4,- 9 24 00,3.72
3 34 33.7,-21 34 30,4.26
3 37 05.3,-17 24 36,5.24
3 37 43.4,-40 13 04,4.57
3 37 44.5,+48 14 58,4.32
3 37 46.1,+ 0 27 22,4.29
3 42 56.7,-31 53 00,4.99
3 43 41.4,+63 16 18,5.06
3 44 05.3,- 9 42 19,3.52
3 44 10.7,+47 50 31,3.01
3 44 25.4,-64 45 08,3.84
3 45 23.9,- 1 06 32,5.24
3 45 25.2,+32 20 33,3.84
3 45 55.1,+24 10 02,3.72
3 46 15.2,+24 31 15,4.3
3 46 23.3,+42 37 57,3.77
3 46 36.4,+ 6 06 13,5.34
3 46 52.3,+24 25 16,3.87
3 46 58.2,-12 02 52,4.43
3 46 59.2,-74 11 06,3.26
3 47 22.1,+24 00 06,4.14
3 47 36.1,-23 11 56,4.22
3 48 31.7,+24 09 29,2.85
3 50 06.6,-36 08 53,4.17
3 50 12.4,+24 06 20,3.62
3 51 08.5,+65 34 41,4.39
3 52 14.1,+71 23 02,4.59
3 55 14.2,+31 56 03,2.84
3 58 50.8,-13 27 35,2.97
3 59 01.6,-61 21 04,4.56
3 59 02.0,+40 03 34,2.9
4 00 06.3,+35 50 24,3.98
4 01 39.1,+12 32 19,3.41
4 02 25.4,- 1 30 06,5.28
4 04 05.4,+ 6 02 12,3.91
4 05 44.0,+22 07 42,4.36
4 07 53.7,+50 23 50,4.25
4 08 41.6,+15 12 30,6.02
4 09 56.3,+47 45 27,3.96
4 10 11.3,+19 39 15,5.51
4 10 57.2,+59 57 11,6.29
4 11 54.0,+26 31 31,5.39
4 12 43.3,- 6 47 35,4.04
4 14 35.0,-42 15 07,3.85
4 14 39.2,-62 25 49,3.33
4 16 04.7,- 7 37 36,4.43
4 16 11.4,+48 27 08,4.12
4 16 29.2,+ 8 56 06,4.27
4 16 29.2,-51 26 35,4.26
4 16 46.0,+15 26 35,6.31
4 16 47.3,-59 15 38,4.44
4 18 33.4,-33 45 24,3.55
4 20 47.5,+15 40 07,3.65
4 20 57.0,+14 04 34,5.58
4 21 24.9,-20 35 56,5.38
4 21 33.1,+34 36 27,4.93
4 22 04.9,-63 20 43,5.24
4 22 20.0,+65 10 52,5.26
4 23 56.8,+17 34 56,3.77
4 24 25.4,+16 49 00,5.64
4 24 33.2,- 3 42 22,5.17
4 24 41.7,-33 58 38,3.97
4 26 24.9,+22 19 57,4.21
4 26 30.3,+17 58 00,4.3
4 27 20.7,+15 39 24,4.48
4 27 21.5,+22 51 07,4.28
4 29 34.6,+15 59 59,3.84
4 29 38.5,+19 13 04,3.53
4 29 39.8,+15 54 30,3.4
4 31 22.3,-44 55 01,5.07
4 34 11.8,-29 43 55,4.49
4 34 22.6,-55 00 33,3.3
4 34 50.6,+14 52 48,4.65
4 36 13.9,-30 31 39,3.81
4 36 37.0,+10 11 43,4.25
4 36 55.6,+16 32 35,0.87
4 36 58.0,-62 02 35,5.59
4 37 11.7,- 3 19 04,3.93
4 37 54.4,+41 17 57,4.25
4 38 59.0,-14 16 16,3.86
4 39 08.3,+12 32 41,4.27
4 41 07.6,-41 49 52,4.44
4 41 12.5,-19 38 20,4.32
4 42 40.7,-37 06 40,5.04
4 43 17.9,+22 59 21,4.27
4 46 22.7,- 3 13 26,4.01
4 49 28.2,+56 47 11,5.29
4 50 47.5,+ 6 59 26,3.19
4 51 05.5,+37 31 03,4.89
4 51 34.0,+ 8 55 44,4.35
4 52 08.4,+ 5 38 01,3.68
4 52 24.0,+18 52 06,5.08
4 53 31.5,+14 16 42,4.71
4 53 45.3,- 5 25 29,4.36
4 54 41.8,-74 54 33,5.47
4 55 09.9,+ 2 28 05,3.71
4 55 48.1,+66 22 12,4.26
4 57 21.4,+13 32 27,4.06
4 58 08.2,+33 11 32,2.69
4 58 41.7,+53 46 41,4.43
4 59 27.4,+ 1 44 23,4.47
5 03 13.7,+43 50 51,3.03
5 03 42.3,+41 05 59,3.69
5 04 08.6,+21 36 49,4.62
5 04 58.9,+60 27 56,4.03
5 05 25.3,-49 33 17,5.05
5 05 34.2,+15 25 37,4.65
5 05 48.8,-57 26 57,4.71
5 06 12.2,-22 20 55,3.19
5 07 44.7,+41 15 23,3.18
5 08 42.7,- 5 03 54,2.78
5 09 59.1,- 8 43 58,4.25
5 10 17.5,+ 9 51 03,5.43
5 13 06.9,-11 50 58,4.45
5 13 43.1,-16 11 09,3.29
5 13 44.9,-67 09 56,4.81
5 14 02.4,-12 55 18,4.36
5 14 12.4,+ 2 52 51,4.46
5 14 37.7,+38 30 13,4.82
5 15 22.8,- 8 10 57,0.18
5 17 59.1,+46 00 50,0.08
5 18 07.0,-34 52 44,4.81
5 18 27.4,- 6 49 36,3.59
5 19 48.0,-50 35 16,5.44
5 20 22.5,+40 06 46,4.69
5 20 22.9,-13 09 36,4.29
5 22 39.4,- 0 21 59,4.72
5 24 47.5,- 7 47 36,4.13
5 25 21.5,- 2 22 56,3.35
5 25 28.4,+79 14 50,5.08
5 26 04.2,+ 6 21 51,1.64
5 27 24.0,+28 37 14,1.65
5 28 11.4,+17 58 33,5.4
5 28 59.8,-20 44 48,2.81
5 30 38.4,-47 03 57,5.46
5 31 12.1,-76 19 39,5.18
5 31 43.3,+ 5 57 37,4.2
5 31 49.7,+63 04 46,5.43
5 31 50.1,-35 27 31,3.86
5 32 54.1,- 0 17 15,2.25
5 33 14.4,+18 36 21,4.32
5 33 30.2,-17 48 39,2.58
5 33 46.7,-62 28 43,3.76
5 33 52.1,+32 12 12,4.71
5 35 46.9,+ 9 30 00,4.39
5 36 06.2,+ 9 56 40,3.39
5 36 13.9,- 4 29 02,6.57
5 36 14.3,- 4 24 51,6.24
5 36 17.4,- 5 53 59,2.75
5 37 06.1,- 1 11 31,1.69
5 37 52.1,+ 9 17 56,4.09
5 38 41.5,+21 09 06,2.97
5 39 37.5,- 2 35 28,3.77
5 40 17.0,-34 03 57,2.65
5 41 38.6,- 1 56 04,1.74
5 44 48.4,-65 43 45,4.34
5 45 11.6,-22 26 37,3.59
5 47 15.5,+49 49 55,5.46
5 47 42.0,-51 03 39,3.85
5 47 45.0,-14 49 00,3.55
5 48 27.5,+17 44 03,5.47
5 48 35.2,- 9 39 53,2.07
5 50 08.8,-56 09 46,4.5
5 51 17.0,-52 06 20,5.16
5 51 34.7,-35 45 45,3.12
5 52 04.5,-20 52 43,3.76
5 52 42.2,+39 09 07,3.97
5 54 25.7,+27 36 53,4.56
5 55 25.2,+20 16 40,4.39
5 56 07.2,+ 7 24 32,0.45
5 56 18.9,+55 42 32,4.96
5 57 12.2,-14 09 56,3.71
5 58 09.5,-35 16 56,4.36
5 59 41.0,-42 48 54,3.96
5 59 43.6,+ 0 33 12,5.21
6 00 48.8,+44 56 50,1.9
6 00 54.9,+37 12 44,2.65
6 00 58.1,+54 17 02,3.72
6 01 14.1,+45 56 11,4.3
6 03 20.8,+ 9 38 45,4.12
6 04 57.6,+20 08 12,4.64
6 05 11.1,+23 15 39,4.16
6 05 46.0,-16 29 12,4.92
6 08 34.3,+14 45 54,4.42
6 08 37.5,-68 50 49,5.06
6 09 42.0,-22 25 54,5.49
6 09 43.1,-74 45 30,5.08
6 10 38.4,-54 58 23,4.72
6 12 56.1,+14 12 12,4.45
6 14 36.6,+65 42 45,5.36
6 15 42.6,- 6 16 53,3.99
6 15 56.1,+22 30 01,3.31
6 16 29.6,+29 29 24,4.32
6 17 10.5,-35 08 50,4.37
6 17 25.6,+12 15 57,5.04
6 20 33.4,- 7 49 53,5.27
6 20 46.3,+69 18 39,4.76
6 20 59.1,-30 04 20,3.02
6 21 10.0,+59 00 09,4.44
6 22 45.2,-33 26 46,3.85
6 23 28.3,-17 57 57,1.98
6 24 01.1,+22 30 11,2.87
6 24 20.4,-52 42 21,$-$0.62
6 24 41.7,+ 4 34 57,4.39
6 24 59.3,-11 32 26,5.21
6 26 14.7,+49 16 37,4.92
6 28 49.2,-32 35 31,4.47
6 28 49.4,- 4 46 27,5.06
6 30 00.1,+20 11 58,4.13
6 32 35.1,-23 25 55,4.34
6 33 36.1,-11 10 49,6.3
6 33 51.0,+ 7 19 08,4.47
6 34 31.2,- 1 14 05,5.09
6 35 21.7,-52 59 26,4.35
6 35 47.4,-22 58 47,4.54
6 37 26.9,-19 16 19,3.95
6 38 17.8,-43 12 43,3.17
6 38 39.6,-18 15 13,4.42
6 38 43.3,+16 22 58,1.93
6 41 56.5,+ 9 52 42,4.66
6 44 58.5,+13 12 32,4.49
6 45 00.5,+25 06 44,3.06
6 45 50.3,-52 13 13,6.56
6 45 54.8,-16 44 30,$-$1.44
6 46 16.3,+12 52 31,3.35
6 47 57.4,-37 57 00,5.27
6 47 59.9,+43 33 30,5.24
6 48 22.2,-61 57 38,3.24
6 48 46.4,+ 2 23 30,4.48
6 48 59.5,+48 46 09,5.22
6 49 11.4,+79 32 30,5.44
6 50 14.1,-53 38 36,4.41
6 50 22.2,-50 38 10,2.94
6 50 29.7,-32 31 47,3.5
6 51 14.7,-70 59 06,5.41
6 51 32.9,- 8 03 45,6.31
6 53 56.5,+33 56 19,3.6
6 54 51.6,-24 12 26,3.89
6 54 59.8,-42 23 19,6.32
6 55 00.2,-12 03 42,4.08
6 55 34.9,+68 51 55,5.11
6 56 55.1,-17 04 41,4.36
6 58 47.2,+58 23 52,4.35
6 59 18.8,-28 59 49,1.5
7 02 25.0,-27 57 39,3.49
7 02 35.6,+76 57 06,4.55
7 03 28.7,+24 11 20,5.2
7 03 45.3,-23 51 36,3.02
7 04 33.0,-15 39 37,4.11
7 04 36.1,-42 21 50,5.2
7 04 37.9,-56 46 36,5.14
7 05 08.8,+20 32 35,4.01
7 08 35.6,-70 31 38,3.78
7 09 06.2,-26 25 19,1.83
7 11 05.8,- 4 15 56,4.91
7 12 15.1,+30 12 54,4.41
7 12 45.5,- 0 31 23,4.15
7 12 51.4,+39 17 25,4.91
7 13 03.6,-46 47 21,4.49
7 13 30.1,+24 05 52,5.85
7 14 04.4,-44 40 08,4.42
7 14 22.5,+16 07 40,5.07
7 14 58.0,-26 23 01,4.42
7 15 31.3,-26 48 14,4.01
7 16 49.1,-67 59 21,3.97
7 17 45.7,-37 07 47,2.71
7 19 05.9,+16 30 27,3.58
7 19 26.1,-24 59 14,4.37
7 21 10.0,+21 56 55,3.5
7 24 47.3,-29 20 17,2.45
7 25 21.0,+40 38 13,5.23
7 26 48.7,+27 45 43,3.78
7 28 05.9,+ 8 15 10,2.89
7 29 06.9,+ 8 53 20,4.33
7 29 47.2,-43 20 15,3.25
7 30 14.1,+31 44 54,4.16
7 30 46.2,+11 58 09,4.55
7 34 48.1,-22 20 05,4.44
7 35 42.6,+31 50 52,1.58
7 35 42.9,+31 50 56,1.58
7 36 05.7,-52 34 24,4.93
7 36 59.9,+26 51 19,4.06
7 38 01.0,-35 00 31,4.53
7 38 08.9,- 4 09 04,5.14
7 40 13.1,+ 5 10 43,0.4
7 41 33.4,-31 42 10,6.6
7 41 35.7,-72 38 52,3.93
7 42 05.0,- 9 35 35,3.94
7 44 24.2,+28 50 23,4.23
7 44 28.7,+58 40 03,4.93
7 44 30.6,-28 59 51,3.94
7 45 30.1,+24 21 17,3.57
7 45 52.7,-38 00 43,3.62
7 46 23.1,+27 58 57,1.16
7 46 45.2,-14 36 27,5.03
7 47 08.2,+18 27 58,4.89
7 47 13.9,+10 43 28,5.25
7 47 49.1,+37 28 25,5.15
7 48 03.3,-46 39 09,5.22
7 48 03.7,+86 58 38,5.05
7 48 37.8,+33 22 17,5.14
7 48 48.8,-25 58 54,4.4
7 49 46.3,-46 25 05,4.1
7 50 01.8,-24 54 17,3.34
7 52 36.4,+ 1 43 16,5.12
7 52 49.2,-40 37 18,3.71
7 53 15.8,-38 54 32,4.49
7 53 49.0,-48 08 57,4.22
7 54 33.9,+26 43 09,4.97
7 55 58.8,+47 31 03,5.47
7 57 13.4,-53 01 48,3.46
7 57 36.7,-22 55 40,4.2
7 58 22.0,-30 22 57,4.76
7 58 44.6,-49 17 35,4.47
7 59 55.4,-60 38 08,5.19
8 00 36.6,- 3 43 42,4.93
8 00 39.1,-18 26 54,4.61
8 02 15.4,+73 52 07,5.37
8 03 10.5,+ 2 17 07,4.39
8 04 12.0,-40 03 12,2.21
8 04 35.4,+27 44 38,4.94
8 07 58.8,-68 40 07,4.35
8 08 17.4,-24 21 20,2.83
8 09 28.4,- 3 02 09,4.36
8 09 46.0,+51 27 17,4.78
8 09 48.5,-19 17 50,4.4
8 10 04.3,-47 23 20,1.75
8 11 59.0,-39 40 17,4.44
8 14 08.2,-15 50 31,4.99
8 14 32.0,+68 25 14,5.34
8 14 40.2,-40 24 08,4.42
8 17 27.8,+ 9 07 50,3.53
8 18 02.9,-76 58 28,4.05
8 19 12.6,-36 42 51,4.44
8 20 05.3,-77 32 25,4.34
8 21 07.5,+27 09 35,5.13
8 22 04.4,-33 06 39,4.83
8 22 52.3,-59 33 58,1.86
8 24 01.7,+43 07 50,4.25
8 25 49.1,-24 06 14,5.32
8 25 55.3,-66 11 44,3.77
8 26 32.1,- 3 57 52,3.91
8 31 42.3,+60 39 29,3.35
8 33 43.1,+20 22 50,5.33
8 38 15.6,-43 03 04,4.11
8 38 34.9,+ 5 38 30,4.14
8 39 40.3,+ 3 16 44,4.45
8 40 41.4,-79 01 34,5.46
8 40 47.3,-35 22 16,3.97
8 40 47.7,-52 59 04,3.6
8 40 51.2,-12 32 17,4.98
8 41 00.2,-59 49 26,4.31
8 41 12.4,-46 42 42,3.77
8 42 13.2,+45 46 17,5.35
8 44 08.3,+ 3 20 05,4.3
8 44 17.8,+21 24 16,4.66
8 44 17.8,-33 15 01,3.68
8 45 01.5,-42 42 48,4.05
8 45 11.2,-54 46 25,1.93
8 45 40.6,+18 05 20,3.94
8 46 37.3,-46 06 22,3.87
8 47 09.7,-56 50 05,4.5
8 47 12.2,-13 36 45,4.32
8 47 42.0,+ 6 21 13,3.38
8 47 45.2,+28 41 41,4.03
8 49 21.5,+ 5 46 20,4.35
8 50 14.5,- 3 30 32,5.3
8 51 16.5,-27 46 32,4.02
8 53 48.8,-85 43 50,5.43
8 55 26.5,-60 42 43,3.84
8 56 19.1,+ 5 52 41,3.11
8 57 24.1,-59 17 50,4.93
8 59 26.6,+11 47 20,4.26
9 00 23.9,+47 58 19,3.12
9 00 36.9,+32 20 58,5.23
9 00 44.7,-41 19 20,4.45
9 01 46.2,+41 42 44,3.96
9 02 43.1,-66 27 58,4
9 04 05.9,+67 33 35,4.74
9 04 45.6,-47 10 05,3.75
9 04 48.7,+47 05 10,3.57
9 05 10.9,-72 40 23,4.47
9 07 38.2,+38 22 52,4.56
9 08 38.4,-43 30 14,2.23
9 08 41.6,+10 35 49,5.23
9 10 05.8,+51 31 58,4.46
9 10 21.7,+21 58 25,5.16
9 11 25.7,-59 02 20,3.43
9 11 40.5,-62 23 21,3.96
9 13 23.1,-69 47 22,1.67
9 14 56.5,+43 08 40,5.3
9 15 16.4,+ 2 14 23,3.89
9 16 41.7,-57 36 55,4.34
9 17 33.5,-59 20 57,2.21
9 19 55.7,+36 43 39,3.82
9 22 07.0,+34 19 03,3.14
9 22 16.1,-26 02 26,4.71
9 22 39.4,-55 05 09,2.47
9 25 40.2,+26 06 22,4.47
9 28 26.8,- 8 44 07,1.99
9 29 58.1,-36 01 43,4.51
9 31 23.5,-40 32 39,3.6
9 31 43.5,-73 09 31,5.46
9 31 45.3,-57 06 43,3.16
9 32 41.0,-62 52 00,7.43
9 32 43.0,+22 53 24,4.32
9 32 53.2,+11 13 17,4.99
9 32 53.4,+62 59 03,3.65
9 34 00.9,-21 11 38,5.02
9 34 01.1,+51 35 48,3.17
9 34 57.1,-59 18 30,4.08
9 35 17.4,+36 19 08,4.54
9 36 00.0,+69 45 08,4.54
9 36 00.8,+51 58 21,4.47
9 37 27.2,-49 26 02,4.34
9 39 22.0,+ 4 34 10,4.68
9 39 27.4,+81 14 49,4.28
9 40 45.0,- 1 13 23,3.9
9 41 08.7,-14 24 45,5.07
9 42 05.0,+ 9 48 43,3.52
9 44 41.0,+13 56 27,5.36
9 44 59.0,-27 51 01,4.78
9 45 43.7,-62 35 20,3.69
9 46 50.5,+23 41 34,2.97
9 47 32.3,-65 09 13,2.92
9 48 29.9,+11 20 49,10.35
9 49 42.6,+45 56 19,5.08
9 52 13.2,+58 57 20,3.78
9 52 19.2,-14 55 45,4.11
9 53 45.3,+25 55 26,3.88
9 55 41.8,-19 05 34,4.94
9 57 28.7,-54 39 06,3.52
9 58 45.0,+40 58 17,5.11
9 59 37.4,-35 58 31,5.23
10 01 08.2,+ 7 57 35,4.68
10 02 00.9,+31 50 13,5.37
10 05 58.6,-13 09 00,4.6
10 08 17.1,+16 40 36,3.48
10 08 27.4,+35 09 31,4.49
10 08 49.9,+ 9 54 40,4.39
10 08 50.0,- 0 27 28,4.48
10 09 18.1,+11 52 52,1.36
10 11 26.5,-12 26 28,3.61
10 14 09.1,-70 07 30,3.29
10 15 28.4,-42 12 33,3.85
10 17 39.6,+23 19 46,3.43
10 17 40.2,-61 25 12,3.39
10 18 08.7,+42 49 35,3.45
10 18 30.0,- 8 09 25,5.25
10 18 55.8,-29 04 48,5.52
10 20 56.1,+19 45 09,2.01
10 23 04.8,-41 44 18,4.82
10 23 21.9,+41 24 39,3.06
10 24 15.4,-38 05 57,5.34
10 24 44.3,-74 07 15,3.99
10 25 22.4,+65 28 38,4.94
10 26 56.3,-16 55 34,3.83
10 27 57.3,-31 09 26,4.28
10 28 31.5,-58 49 45,3.81
10 28 53.4,+36 37 01,4.2
10 30 22.0,- 2 49 45,5.19
10 31 44.1,+55 53 25,4.82
10 32 39.0,-61 46 32,3.3
10 33 04.4,+82 28 06,5.25
10 33 07.7,+14 02 49,5.43
10 33 41.4,-47 05 38,5.02
10 33 43.9,+ 9 12 58,3.84
10 34 50.9,-23 50 09,5.08
10 35 39.7,-78 41 55,4.11
10 36 15.9,-57 38 55,4.45
10 36 16.6,+56 59 31,5.16
10 36 31.9,+75 37 19,4.86
10 38 02.5,-48 19 01,3.84
10 39 42.1,+31 53 05,4.68
10 40 00.4,-55 41 41,4.29
10 43 35.1,-64 29 11,2.74
10 44 17.8,+68 59 03,5.01
10 44 21.9,+23 05 47,5.08
10 44 34.2,+46 06 41,5.18
10 45 55.7,-80 37 57,4.45
10 46 50.0,+30 35 23,5.36
10 47 21.0,+18 47 56,5.5
10 47 31.6,-49 30 47,2.69
10 50 10.5,+10 27 08,5.32
10 50 29.4,-16 17 08,3.11
10 54 12.6,-58 56 47,3.78
10 54 17.2,+34 07 12,3.79
10 56 33.5,+24 39 22,4.3
10 57 32.2,-37 13 56,4.6
11 00 26.5,+40 20 11,5.03
11 00 37.7,-18 23 32,4.08
11 00 57.7,-42 19 12,4.37
11 01 27.8,+ 3 31 24,4.84
11 02 53.2,+56 17 18,2.34
11 03 15.7,+20 05 08,4.42
11 04 47.6,+61 39 23,1.81
11 05 55.1,+ 7 14 28,4.62
11 06 10.6,-27 23 18,4.92
11 09 20.6,-59 04 12,3.93
11 10 38.5,+44 24 12,3
11 12 31.3,-22 55 18,4.46
11 13 21.2,-49 11 46,5.37
11 15 02.2,+20 25 39,2.56
11 15 09.4,+15 20 01,3.33
11 17 33.1,- 3 44 51,4.45
11 17 51.4,- 7 13 49,6.11
11 19 25.2,+32 59 55,3.49
11 20 04.8,+38 05 22,4.76
11 20 13.0,-14 52 24,3.56
11 21 48.6,-54 35 13,3.9
11 22 02.3,+ 5 56 00,4.05
11 24 50.1,+10 25 58,4
11 25 45.5,-17 46 49,4.06
11 28 50.2,+ 2 45 35,4.95
11 32 25.5,+69 14 03,3.82
11 33 52.0,-31 57 17,3.54
11 36 35.8,-63 07 00,3.11
11 36 46.8,-47 44 20,5.26
11 37 34.3,- 9 53 57,4.7
11 37 50.7,- 0 55 14,4.3
11 41 05.2,-34 50 30,4.7
11 41 58.1,+34 06 10,5.31
11 43 26.1,+66 38 53,5.32
11 44 21.8,-62 35 12,5
11 45 39.1,-18 26 53,4.71
11 46 26.6,-66 49 33,3.63
11 46 45.5,+ 6 25 53,4.04
11 46 58.1,+47 40 56,3.69
11 47 22.2,-61 16 33,4.11
11 48 53.2,+20 07 18,4.5
